Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","64,196","113,990","67,682","73,799","516,596"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,UK-based charities (open competitive process),"37,608","20,473","15,825","19,601","137,210"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,UK-based charities (other),"37,701","24,672","66,139","56,153","393,072"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,"UK central government bodies/local authorities, health and hospital authorities","4,861","11,818","6,971","7,362","51,534"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,"UK industry, commerce and public corporations",928,"1,553","2,852","2,392","16,744"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,UK other sources,-29,-142,337,216,"1,516"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,EU government bodies,0,0,457,326,"2,286"
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,,Total income,"145,265","172,364","160,265","159,851","1,118,958"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","80,491","88,862","44,816","56,205","393,436"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,UK-based charities (open competitive process),"27,209","2,120","17,618","16,774","117,419"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,UK-based charities (other),"26,194","29,250","66,948","55,740","390,186"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"13,760",400,"2,251","15,762"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations","2,787","1,553","2,195","2,188","15,318"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,UK other sources,-290,-179,"1,147",752,"5,269"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,EU government bodies,0,"116,056","27,626","36,312","254,186"
10007783,University of Aberdeen,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,,Total income,"136,391","251,422","160,752","170,225","1,191,576"
10007783,University of Aberdeen,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","107,431","167,498","148,232","145,155","1,016,089"
10007783,University of Aberdeen,D,28,History,,,,UK-based charities (open competitive process),"24,364","15,602","114,970","87,831","614,819"
10007783,University of Aberdeen,D,28,History,,,,UK-based charities (other),"160,195","118,087","49,004","74,757","523,304"
10007783,University of Aberdeen,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"16,888","31,313","24,779","173,455"
10007783,University of Aberdeen,D,28,History,,,,UK central government tax credits for research and development expenditure,0,"7,058","4,183","3,996","27,975"
10007783,University of Aberdeen,D,28,History,,,,"UK industry, commerce and public corporations",0,0,"5,544","3,960","27,722"
10007783,University of Aberdeen,D,28,History,,,,UK other sources,34,-129,371,252,"1,764"
10007783,University of Aberdeen,D,28,History,,,,EU government bodies,0,0,"5,332","3,809","26,663"
10007783,University of Aberdeen,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,,"EU industry, commerce and public corporations",611,0,0,87,611
10007783,University of Aberdeen,D,28,History,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,,Non-EU industry commerce and public corporations,"9,648",564,0,"1,458","10,212"
10007783,University of Aberdeen,D,28,History,,,,Non-EU other,0,0,"4,550","3,250","22,751"
10007783,University of Aberdeen,D,28,History,,,,Total income,"302,283","325,568","363,502","349,337","2,445,365"
10007783,University of Aberdeen,D,30,Philosophy,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","146,391","131,124","23,654","56,541","395,787"
10007783,University of Aberdeen,D,30,Philosophy,,,,UK-based charities (open competitive process),"66,314","61,541","27,663","38,024","266,174"
10007783,University of Aberdeen,D,30,Philosophy,,,,UK-based charities (other),913,"1,300","1,567","1,435","10,050"
10007783,University of Aberdeen,D,30,Philosophy,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"5,335",155,873,"6,111"
10007783,University of Aberdeen,D,30,Philosophy,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,"UK industry, commerce and public corporations",0,0,200,142,"1,000"
10007783,University of Aberdeen,D,30,Philosophy,,,,UK other sources,-112,-69,-874,-650,"-4,554"
10007783,University of Aberdeen,D,30,Philosophy,,,,EU government bodies,"97,990",359,"4,427","17,212","120,485"
10007783,University of Aberdeen,D,30,Philosophy,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,,Total income,"311,496","199,590","56,793","113,579","795,053"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","90,448","72,378","31,579","45,817","320,722"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,UK-based charities (open competitive process),"41,833","5,526",870,"7,387","51,712"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,UK-based charities (other),"108,280","122,150","75,379","86,761","607,328"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,"UK central government bodies/local authorities, health and hospital authorities","65,808","62,179","14,530","28,662","200,637"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,UK other sources,"64,053","1,072",142,"9,405","65,836"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,EU government bodies,0,0,"5,116","3,654","25,584"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,Non-EU-based charities (open competitive process),0,"43,827","11,396","14,401","100,809"
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,,Total income,"370,422","307,132","139,014","196,089","1,372,628"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","22,890","22,387","26,372","25,305","177,137"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),"3,940","8,895","4,055","4,730","33,111"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),"55,261","48,985","94,361","82,293","576,054"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities","2,786","6,520","10,596","8,898","62,286"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,199,142,995
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,-137,-85,378,238,"1,672"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,"3,114","5,128","4,107","28,754"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,"31,189",0,0,"4,455","31,189"
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"115,929","89,816","141,090","130,171","911,198"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","-3,265",0,0,-466,"-3,265"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),787,162,"8,915","6,503","45,527"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities","5,000",0,"1,949","2,106","14,746"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,0,0,"1,430","1,021","7,153"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,0,0,83,59,417
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU other,0,0,200,142,"1,000"
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Total income,"2,522",162,"12,578","9,368","65,578"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","228,021","111,185","277,341","246,559","1,725,913"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),"5,851","8,056","19,827","16,149","113,043"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,"11,513","8,224","57,568"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities","97,942","60,355","29,443","43,644","305,513"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations","24,204","4,236","10,520","11,577","81,043"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,"11,314","11,945","17,495","15,819","110,735"
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,"367,332","195,777","366,141","341,973","2,393,815"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","291,000","231,000","180,400","203,428","1,424,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,UK-based charities (open competitive process),"3,000","9,000","5,400","5,571","39,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,UK-based charities (other),0,0,200,142,"1,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"1,000",714,"5,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,"UK industry, commerce and public corporations",0,0,200,142,"1,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,EU government bodies,"9,000","1,000","13,000","10,714","75,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,EU (excluding UK) other,"10,000",0,0,"1,428","10,000"
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,D,26,Modern Languages and Linguistics,,,,Total income,"313,000","241,000","200,200","222,142","1,555,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","38,000","58,000","21,400","29,000","203,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,UK-based charities (open competitive process),"165,000","141,000","14,200","53,857","377,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,UK-based charities (other),0,"3,000",200,571,"4,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations","-1,000",0,0,-142,"-1,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,EU government bodies,"9,000",0,0,"1,285","9,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,"1,200",857,"6,000"
10007856,Aberystwyth University,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,D,27,English Language and Literature,,,,Total income,"211,000","202,000","37,000","85,428","598,000"
10007856,Aberystwyth University,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","149,000","96,000","114,800","117,000","819,000"
10007856,Aberystwyth University,D,28,History,,,,UK-based charities (open competitive process),"86,000","53,000","19,600","33,857","237,000"
10007856,Aberystwyth University,D,28,History,,,,UK-based charities (other),"1,000",0,"4,800","3,571","25,000"
10007856,Aberystwyth University,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,UK other sources,"30,000",0,0,"4,285","30,000"
10007856,Aberystwyth University,D,28,History,,,,EU government bodies,"-1,000",0,0,-142,"-1,000"
10007856,Aberystwyth University,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,EU (excluding UK) other,"6,000",0,0,857,"6,000"
10007856,Aberystwyth University,D,28,History,,,,Non-EU-based charities (open competitive process),"49,000","7,000","3,000","10,142","71,000"
10007856,Aberystwyth University,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,D,28,History,,,,Total income,"320,000","156,000","142,200","169,571","1,187,000"
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","110,000","134,000","43,600","66,000","462,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),"105,000","30,000","19,800","33,428","234,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,"3,000",0,428,"3,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities","6,000","61,000",0,"9,571","67,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,"1,000",714,"5,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,"138,000","33,000","66,200","71,714","502,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations","-1,000",0,0,-142,"-1,000"
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"358,000","261,000","130,600","181,714","1,272,000"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"2,014","1,438","10,070"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),0,0,"4,007","2,862","20,038"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"3,769","2,692","18,845"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations",0,0,"8,030","5,736","40,152"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,0,0,"1,641","1,172","8,205"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,0,0,"3,450","2,464","17,250"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU industry commerce and public corporations,0,0,"1,717","1,227","8,589"
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Total income,0,0,"24,629","17,592","123,149"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","32,887",0,"7,654","10,165","71,158"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,UK-based charities (open competitive process),"47,067",0,"4,804","10,155","71,091"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,UK-based charities (other),0,0,157,112,785
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities","5,050",0,"8,231","6,600","46,206"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,EU government bodies,0,0,"34,332","24,522","171,660"
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
