Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10005343,Queen's University Belfast,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,"27,449",0,0,"3,921","27,449"
10005343,Queen's University Belfast,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"437,086","425,709","792,927","689,633","4,827,433"
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,"2,400","1,714","12,000"
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,"78,200","55,857","391,000"
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,"4,400","3,142","22,000"
10005389,Ravensbourne University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,0,0,"85,000","60,714","425,000"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","134,319","46,107","86,224","87,364","611,549"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,UK-based charities (open competitive process),-1,"17,105","23,538","19,256","134,795"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"4,822","3,444","24,110"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,UK other sources,0,0,83,59,416
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,EU government bodies,0,0,"48,175","34,411","240,879"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,"EU industry, commerce and public corporations",0,0,"58,794","41,995","293,970"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,Non-EU industry commerce and public corporations,0,0,317,226,"1,586"
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,Non-EU other,0,0,0,0,0
10007802,University of Reading,D,26,Modern Languages and Linguistics,,,,Total income,"134,318","63,212","221,955","186,757","1,307,305"
10007802,University of Reading,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","154,062","65,363","46,643","64,663","452,644"
10007802,University of Reading,D,27,English Language and Literature,,,,UK-based charities (open competitive process),"72,712","43,163","43,109","47,346","331,424"
10007802,University of Reading,D,27,English Language and Literature,,,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,400,285,"2,000"
10007802,University of Reading,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,"6,332","4,523","31,662"
10007802,University of Reading,D,27,English Language and Literature,,,,UK other sources,"28,290","22,180","14,816","17,793","124,553"
10007802,University of Reading,D,27,English Language and Literature,,,,EU government bodies,0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,732,523,"3,664"
10007802,University of Reading,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),446,82,626,522,"3,658"
10007802,University of Reading,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,27,English Language and Literature,,,,Non-EU other,0,0,"1,899","1,356","9,496"
10007802,University of Reading,D,27,English Language and Literature,,,,Total income,"255,510","130,788","114,560","137,014","959,101"
10007802,University of Reading,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","125,634","76,552","46,349","61,990","433,935"
10007802,University of Reading,D,28,History,,,,UK-based charities (open competitive process),"50,084","50,193","39,136","42,280","295,961"
10007802,University of Reading,D,28,History,,,,UK-based charities (other),0,0,803,573,"4,015"
10007802,University of Reading,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007802,University of Reading,D,28,History,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,28,History,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,28,History,,,,UK other sources,"5,248",0,0,749,"5,248"
10007802,University of Reading,D,28,History,,,,EU government bodies,0,0,0,0,0
10007802,University of Reading,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,28,History,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,28,History,,,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,152,108,760
10007802,University of Reading,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,28,History,,,,Non-EU other,0,0,0,0,0
10007802,University of Reading,D,28,History,,,,Total income,"180,966","126,745","86,441","105,702","739,919"
10007802,University of Reading,D,29,Classics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,"97,204","91,492","79,237","554,664"
10007802,University of Reading,D,29,Classics,,,,UK-based charities (open competitive process),"10,804","27,751","21,024","20,525","143,677"
10007802,University of Reading,D,29,Classics,,,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,UK other sources,0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,EU government bodies,0,"6,580","55,810","40,804","285,630"
10007802,University of Reading,D,29,Classics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,EU (excluding UK) other,0,0,"1,521","1,087","7,609"
10007802,University of Reading,D,29,Classics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,29,Classics,,,,Non-EU other,0,0,"3,236","2,311","16,183"
10007802,University of Reading,D,29,Classics,,,,Total income,"10,804","131,535","173,084","143,966","1,007,763"
10007802,University of Reading,D,30,Philosophy,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,652","9,870","9,322","8,590","60,134"
10007802,University of Reading,D,30,Philosophy,,,,UK-based charities (open competitive process),0,0,"20,146","14,390","100,732"
10007802,University of Reading,D,30,Philosophy,,,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,UK other sources,0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,EU government bodies,0,0,"19,793","14,137","98,965"
10007802,University of Reading,D,30,Philosophy,,,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,Non-EU-based charities (open competitive process),803,"1,394",0,313,"2,197"
10007802,University of Reading,D,30,Philosophy,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,Non-EU other,0,0,0,0,0
10007802,University of Reading,D,30,Philosophy,,,,Total income,"4,455","11,264","49,261","37,432","262,028"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","58,880","46,498","44,063","46,527","325,695"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,UK-based charities (open competitive process),0,0,"76,228","54,448","381,142"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,"UK central government bodies/local authorities, health and hospital authorities",0,0,793,566,"3,967"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,UK other sources,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,EU government bodies,0,0,"17,523","12,516","87,616"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,"EU industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,Non-EU other,0,0,"1,530","1,093","7,651"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",A,Art,,Total income,"58,880","46,498","140,138","115,153","806,071"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","2,479","2,479","106,614","76,861","538,028"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,UK-based charities (open competitive process),0,0,"21,566","15,404","107,830"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,"UK central government bodies/local authorities, health and hospital authorities","62,465","76,377","3,602","22,407","156,853"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,UK other sources,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,EU government bodies,0,0,"19,508","13,934","97,542"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,"EU industry, commerce and public corporations",0,0,"7,438","5,313","37,194"
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,Non-EU other,0,0,0,0,0
10007802,University of Reading,D,32,"Art and Design: History, Practice and Theory",B,Typography and Graphic Communication,,Total income,"64,944","78,856","158,729","133,921","937,447"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","355,766","164,661","211,460","225,390","1,577,730"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,"4,812","3,437","24,062"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,"15,000",0,"2,142","15,000"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,"1,999","1,428","9,996"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,473,338,"2,367"
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10007802,University of Reading,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"355,766","179,661","218,745","232,736","1,629,155"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","143,491","121,855","39,879","66,391","464,743"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,995,710,"4,976"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities","73,311",837,"21,678","26,077","182,541"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,0,"9,103","6,502","45,517"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,"47,785","65,739","-2,201","14,645","102,518"
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10005500,Robert Gordon University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,"264,587","188,431","69,455","114,327","800,295"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","6,257","36,178","2,106","7,566","52,966"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (open competitive process),0,370,"4,106","2,986","20,904"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (other),"22,599","6,900","1,554","5,324","37,273"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK central government bodies/local authorities, health and hospital authorities","23,196","24,934","13,826","16,751","117,263"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK industry, commerce and public corporations","21,226","17,831","8,792","11,860","83,021"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK other sources,692,0,0,98,692
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU government bodies,0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU-based charities (open competitive process),0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU (excluding UK) other,"4,302",0,0,614,"4,302"
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU other,0,0,0,0,0
10005500,Robert Gordon University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Total income,"78,272","86,213","30,387","45,203","316,421"
10007776,Roehampton University,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","34,543","133,499","176,751","150,256","1,051,797"
10007776,Roehampton University,D,27,English Language and Literature,,,,UK-based charities (open competitive process),0,"5,252","39,483","28,952","202,667"
10007776,Roehampton University,D,27,English Language and Literature,,,,UK-based charities (other),0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,49,35,247
10007776,Roehampton University,D,27,English Language and Literature,,,,UK other sources,0,0,300,214,"1,500"
10007776,Roehampton University,D,27,English Language and Literature,,,,EU government bodies,0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,"2,876","2,054","14,380"
10007776,Roehampton University,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,27,English Language and Literature,,,,Total income,"34,543","138,751","219,459","181,513","1,270,591"
10007776,Roehampton University,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","74,663","115,894","59,974","70,061","490,431"
10007776,Roehampton University,D,28,History,,,,UK-based charities (open competitive process),-75,"1,823","138,115","98,903","692,325"
10007776,Roehampton University,D,28,History,,,,UK-based charities (other),0,500,0,71,500
10007776,Roehampton University,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities","14,643","21,973",426,"5,535","38,746"
10007776,Roehampton University,D,28,History,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,28,History,,,,"UK industry, commerce and public corporations",0,980,804,714,"5,000"
10007776,Roehampton University,D,28,History,,,,UK other sources,"9,994","1,500",-122,"1,554","10,884"
10007776,Roehampton University,D,28,History,,,,EU government bodies,0,0,"31,960","22,829","159,803"
10007776,Roehampton University,D,28,History,,,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,28,History,,,,"EU industry, commerce and public corporations",0,0,242,173,"1,213"
10007776,Roehampton University,D,28,History,,,,EU (excluding UK) other,0,0,"11,248","8,034","56,240"
10007776,Roehampton University,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,28,History,,,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,28,History,,,,Total income,"99,225","142,670","242,649","207,877","1,455,142"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,"21,787",998,"3,825","26,781"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,UK-based charities (open competitive process),"22,187","1,222","13,589","13,050","91,355"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,UK-based charities (other),0,0,"38,829","27,735","194,145"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,"UK industry, commerce and public corporations",0,0,"1,033",738,"5,169"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,UK other sources,0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,EU government bodies,0,0,"12,060","8,614","60,304"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,Non-EU-based charities (open competitive process),0,0,"22,383","15,988","111,917"
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,31,Theology and Religious Studies,,,,Total income,"22,187","23,009","88,895","69,953","489,671"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","37,283","48,472","68,148","60,928","426,498"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,UK-based charities (open competitive process),"-19,902","3,021","2,767",-435,"-3,046"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,UK-based charities (other),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,"UK industry, commerce and public corporations",0,0,393,281,"1,969"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,UK other sources,0,"11,000",0,"1,571","11,000"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,EU government bodies,0,"48,211","7,887","12,520","87,646"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,"EU industry, commerce and public corporations",58,0,0,8,58
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,EU (excluding UK) other,"14,786",0,0,"2,112","14,786"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",A,Dance,,Total income,"32,225","110,704","79,196","76,987","538,911"
